DEVICEID,LINE_TIMESTAMP,Q,P,T
LINE1,01-10-2020 06:26:51.120,,1.36,
LINE1,01-10-2020 06:26:55.120,,1.56,
LINE1,01-10-2020 06:26:57.620,,1.27,
LINE1,01-10-2020 06:26:58.620,,1.62,
LINE1,01-10-2020 06:27:01.120,,1.34,
LINE1,01-10-2020 06:27:02.620,,1.75,
LINE1,01-10-2020 06:27:05.620,,1.53,
LINE1,01-10-2020 06:27:39.543,0.05,1.6,17.37
LINE1,01-10-2020 06:27:59.620,,1.35,
LINE1,01-10-2020 06:28:00.620,,1.71,
LINE1,01-10-2020 06:28:04.620,,1.49,
LINE1,01-10-2020 06:28:39.543,0.05,1.6,17.4
LINE1,01-10-2020 06:28:46.620,,1.29,
LINE1,01-10-2020 06:28:47.620,,1.65,
LINE1,01-10-2020 06:28:53.620,,1.38,
LINE1,01-10-2020 06:28:54.620,,1.59,
LINE1,01-10-2020 06:29:10.620,,1.32,
LINE1,01-10-2020 06:29:12.620,,1.62,
LINE1,01-10-2020 06:29:39.542,0.05,1.56,17.51
LINE1,01-10-2020 06:30:29.620,,1.33,
LINE1,01-10-2020 06:30:30.620,,1.65,
LINE1,01-10-2020 06:30:39.542,0.05,1.53,17.57
LINE1,01-10-2020 06:31:39.542,0.05,1.59,17.51
LINE1,01-10-2020 06:32:29.620,,1.36,
LINE1,01-10-2020 06:32:30.620,,1.62,
LINE1,01-10-2020 06:32:39.543,0.05,1.52,17.55
LINE1,01-10-2020 06:33:39.541,0.05,1.58,17.56
LINE1,01-10-2020 06:34:04.620,,1.36,
LINE1,01-10-2020 06:34:06.120,,1.66,
LINE1,01-10-2020 06:34:11.620,,1.39,
LINE1,01-10-2020 06:34:13.120,,1.61,
LINE1,01-10-2020 06:34:39.542,0.05,1.52,17.58
LINE1,01-10-2020 06:35:39.542,0.05,1.57,17.61
LINE1,01-10-2020 06:36:29.120,,1.34,
LINE1,01-10-2020 06:36:30.120,,1.59,
LINE1,01-10-2020 06:36:39.542,0.05,1.53,17.55
LINE1,01-10-2020 06:37:03.121,,,17.78
LINE1,01-10-2020 06:37:39.542,0.05,1.47,17.77
LINE1,01-10-2020 06:38:02.125,,1.68,
LINE1,01-10-2020 06:38:04.125,,1.42,
LINE1,01-10-2020 06:38:18.625,,1.67,
LINE1,01-10-2020 06:38:27.625,,1.33,
LINE1,01-10-2020 06:38:28.625,,1.61,
LINE1,01-10-2020 06:38:36.120,,1.41,
LINE1,01-10-2020 06:38:39.542,0.05,1.62,17.73
LINE1,01-10-2020 06:39:11.620,,1.37,
LINE1,01-10-2020 06:39:12.620,,1.59,
LINE1,01-10-2020 06:39:39.542,0.05,1.52,17.77
LINE1,01-10-2020 06:39:49.120,,1.78,
LINE1,01-10-2020 06:39:51.120,,1.55,
LINE1,01-10-2020 06:40:33.620,,1.33,
LINE1,01-10-2020 06:40:34.620,,1.56,
LINE1,01-10-2020 06:40:39.541,0.05,1.57,17.79
LINE1,01-10-2020 06:41:39.542,0.05,1.54,17.84
LINE1,01-10-2020 06:42:39.541,0.05,1.55,17.82
LINE1,01-10-2020 06:43:39.543,0.05,1.6,17.84
LINE1,01-10-2020 06:44:39.543,0.05,1.44,17.95
LINE1,01-10-2020 06:45:10.625,,1.67,
LINE1,01-10-2020 06:45:13.620,,1.38,
LINE1,01-10-2020 06:45:24.620,,1.61,
LINE1,01-10-2020 06:45:39.541,0.05,1.61,18
LINE1,01-10-2020 06:45:53.620,,1.33,
LINE1,01-10-2020 06:45:54.620,,1.68,
LINE1,01-10-2020 06:46:09.620,,1.42,
LINE1,01-10-2020 06:46:22.620,,1.63,
LINE1,01-10-2020 06:46:28.620,,1.42,
LINE1,01-10-2020 06:46:39.542,0.05,1.63,18.05
LINE1,01-10-2020 06:46:45.620,,1.4,
LINE1,01-10-2020 06:46:46.620,,1.66,
LINE1,01-10-2020 06:47:07.620,,1.44,
LINE1,01-10-2020 06:47:39.541,0.05,1.57,18.04
LINE1,01-10-2020 06:48:09.620,,1.27,
LINE1,01-10-2020 06:48:10.620,,1.55,
LINE1,01-10-2020 06:48:39.542,0.05,1.5,18
LINE1,01-10-2020 06:49:18.620,,1.7,
LINE1,01-10-2020 06:49:19.620,,1.47,
LINE1,01-10-2020 06:49:24.620,,1.68,
LINE1,01-10-2020 06:49:33.620,,1.45,
LINE1,01-10-2020 06:49:39.541,0.05,1.58,18.21
LINE1,01-10-2020 06:49:40.620,,1.3,
LINE1,01-10-2020 06:49:41.620,,1.68,
LINE1,01-10-2020 06:49:44.620,,1.33,
LINE1,01-10-2020 06:49:45.620,,1.64,
LINE1,01-10-2020 06:50:26.620,,1.41,
LINE1,01-10-2020 06:50:39.543,0.05,1.56,18.16
LINE1,01-10-2020 06:51:05.125,,1.3,
LINE1,01-10-2020 06:51:07.125,,1.68,
LINE1,01-10-2020 06:51:09.125,,1.29,
LINE1,01-10-2020 06:51:10.126,,1.67,
LINE1,01-10-2020 06:51:39.542,0.05,1.52,18.16
LINE1,01-10-2020 06:51:52.127,,,17.94
LINE1,01-10-2020 06:51:54.126,,,17.72
LINE1,01-10-2020 06:52:00.626,,,17.51
LINE1,01-10-2020 06:52:08.622,,,17.29
LINE1,01-10-2020 06:52:39.542,0.05,1.52,17.3
LINE1,01-10-2020 06:52:49.621,,,17.51
LINE1,01-10-2020 06:53:04.620,,1.31,
LINE1,01-10-2020 06:53:07.621,,,17.72
LINE1,01-10-2020 06:53:08.120,,1.65,
LINE1,01-10-2020 06:53:18.621,,1.44,
LINE1,01-10-2020 06:53:39.543,0.05,1.5,17.83
LINE1,01-10-2020 06:54:39.542,0.05,1.6,18.05
LINE1,01-10-2020 06:54:56.620,,1.39,
LINE1,01-10-2020 06:54:59.120,,1.64,
LINE1,01-10-2020 06:55:02.120,,1.42,
LINE1,01-10-2020 06:55:04.620,,1.66,
LINE1,01-10-2020 06:55:07.121,,1.45,
LINE1,01-10-2020 06:55:32.120,,1.66,
LINE1,01-10-2020 06:55:39.543,0.05,1.56,18.17
LINE1,01-10-2020 06:56:39.542,0.05,1.58,18.16
LINE1,01-10-2020 06:56:57.620,,1.3,
LINE1,01-10-2020 06:56:58.620,,1.61,
LINE1,01-10-2020 06:57:13.621,,1.27,
LINE1,01-10-2020 06:57:14.621,,1.63,
LINE1,01-10-2020 06:57:25.623,,1.41,
LINE1,01-10-2020 06:57:27.623,,1.63,
LINE1,01-10-2020 06:57:39.543,0.05,1.56,18.21
LINE1,01-10-2020 06:58:39.543,0.05,1.49,18.16
LINE1,01-10-2020 06:59:39.542,0.05,1.52,18.05
LINE1,01-10-2020 07:00:39.574,0.05,1.53,18
LINE1,01-10-2020 07:01:39.541,0.05,1.57,17.94
LINE1,01-10-2020 07:02:39.542,0.05,1.49,17.83
LINE1,01-10-2020 07:03:39.541,0.05,1.64,17.95
LINE1,01-10-2020 07:03:39.621,,,17.71
LINE1,01-10-2020 07:03:46.621,,,17.94
LINE1,01-10-2020 07:04:01.622,,1.38,
LINE1,01-10-2020 07:04:02.623,,,17.71
LINE1,01-10-2020 07:04:06.623,,1.58,
LINE1,01-10-2020 07:04:32.625,,1.36,
LINE1,01-10-2020 07:04:39.543,0.05,1.55,17.77
LINE1,01-10-2020 07:05:16.620,,1.34,
LINE1,01-10-2020 07:05:17.626,,1.61,
LINE1,01-10-2020 07:05:39.541,0.05,1.6,17.78
LINE1,01-10-2020 07:06:26.613,,1.33,
LINE1,01-10-2020 07:06:27.613,,1.56,
LINE1,01-10-2020 07:06:39.543,0.05,1.39,17.74
LINE1,01-10-2020 07:06:39.548,,1.62,
LINE1,01-10-2020 07:07:01.113,,1.4,
LINE1,01-10-2020 07:07:02.113,,1.6,
LINE1,01-10-2020 07:07:39.542,0.05,1.6,17.72
LINE1,01-10-2020 07:08:39.541,0.05,1.5,17.73
LINE1,01-10-2020 07:09:39.542,0.05,1.37,17.51
LINE1,01-10-2020 07:09:39.613,,1.59,
LINE1,01-10-2020 07:09:45.614,,,17.73
LINE1,01-10-2020 07:10:06.614,,,17.51
LINE1,01-10-2020 07:10:13.614,,,17.72
LINE1,01-10-2020 07:10:14.614,,,17.5
LINE1,01-10-2020 07:10:22.614,,,17.73
LINE1,01-10-2020 07:10:35.615,,,17.5
LINE1,01-10-2020 07:10:39.541,0.05,1.5,17.61
LINE1,01-10-2020 07:11:12.618,,1.26,
LINE1,01-10-2020 07:11:13.618,,1.67,
LINE1,01-10-2020 07:11:39.543,0.05,1.55,17.56
LINE1,01-10-2020 07:11:51.618,,1.27,
LINE1,01-10-2020 07:11:52.618,,1.57,
LINE1,01-10-2020 07:11:55.613,,1.35,
LINE1,01-10-2020 07:11:56.613,,1.74,
LINE1,01-10-2020 07:11:58.613,,1.47,
LINE1,01-10-2020 07:12:39.541,0.05,1.59,17.5
LINE1,01-10-2020 07:13:39.542,0.05,1.52,17.39
LINE1,01-10-2020 07:14:39.542,0.05,1.63,17.39
LINE1,01-10-2020 07:14:41.613,,1.43,
LINE1,01-10-2020 07:14:47.613,,1.68,
LINE1,01-10-2020 07:14:52.614,,1.45,
LINE1,01-10-2020 07:15:39.542,0.05,1.58,17.51
LINE1,01-10-2020 07:16:12.614,,,17.29
LINE1,01-10-2020 07:16:39.543,0.05,1.58,17.28
LINE1,01-10-2020 07:16:53.613,,1.35,
LINE1,01-10-2020 07:16:54.613,,1.7,
LINE1,01-10-2020 07:16:58.613,,1.31,
LINE1,01-10-2020 07:16:59.113,,1.53,
LINE1,01-10-2020 07:17:35.617,,1.33,
LINE1,01-10-2020 07:17:36.617,,1.53,
LINE1,01-10-2020 07:17:39.542,0.05,1.54,17.33
LINE1,01-10-2020 07:18:39.542,0.05,1.52,17.28
LINE1,01-10-2020 07:19:29.113,,1.31,
LINE1,01-10-2020 07:19:30.113,,1.65,
LINE1,01-10-2020 07:19:39.542,0.05,1.59,17.28
LINE1,01-10-2020 07:20:23.613,,1.39,
LINE1,01-10-2020 07:20:30.113,,1.59,
LINE1,01-10-2020 07:20:39.543,0.05,1.56,17.13
LINE1,01-10-2020 07:21:39.541,0.05,1.59,17.13
LINE1,01-10-2020 07:22:34.613,,1.33,
LINE1,01-10-2020 07:22:35.613,,1.73,
LINE1,01-10-2020 07:22:39.542,0.05,1.56,17.12
LINE1,01-10-2020 07:23:39.543,0.05,1.53,17.06
LINE1,01-10-2020 07:24:39.541,0.05,1.53,17.07
LINE1,01-10-2020 07:25:39.543,0.05,1.49,17.06
LINE1,01-10-2020 07:26:39.542,0.05,1.59,16.95
LINE1,01-10-2020 07:26:51.113,,1.34,
LINE1,01-10-2020 07:26:53.113,,1.57,
LINE1,01-10-2020 07:27:39.542,0.05,1.47,16.95
LINE1,01-10-2020 07:28:39.541,0.05,1.59,16.85
LINE1,01-10-2020 07:29:17.613,,1.38,
LINE1,01-10-2020 07:29:25.613,,1.59,
LINE1,01-10-2020 07:29:39.542,0.05,1.53,16.84
LINE1,01-10-2020 07:30:39.543,0.05,1.57,16.9
LINE1,01-10-2020 07:31:05.617,,1.36,
LINE1,01-10-2020 07:31:06.618,,1.69,
LINE1,01-10-2020 07:31:09.618,,1.48,
LINE1,01-10-2020 07:31:39.542,0.05,1.43,16.85
LINE1,01-10-2020 07:31:52.618,,1.65,
LINE1,01-10-2020 07:32:32.613,,1.4,
LINE1,01-10-2020 07:32:33.613,,1.6,
LINE1,01-10-2020 07:32:39.542,0.05,1.39,16.84
LINE1,01-10-2020 07:32:47.613,,1.6,
LINE1,01-10-2020 07:32:49.613,,1.39,
LINE1,01-10-2020 07:32:52.613,,1.59,
LINE1,01-10-2020 07:33:03.614,,1.36,
LINE1,01-10-2020 07:33:04.613,,1.57,
LINE1,01-10-2020 07:33:12.613,,1.34,
LINE1,01-10-2020 07:33:19.613,,1.72,
LINE1,01-10-2020 07:33:22.613,,1.41,
LINE1,01-10-2020 07:33:23.613,,1.62,
LINE1,01-10-2020 07:33:39.542,0.05,1.51,16.74
LINE1,01-10-2020 07:34:21.614,,1.28,
LINE1,01-10-2020 07:34:22.613,,1.63,
LINE1,01-10-2020 07:34:26.613,,1.43,
LINE1,01-10-2020 07:34:39.543,0.05,1.6,16.73
LINE1,01-10-2020 07:35:23.613,,1.27,
LINE1,01-10-2020 07:35:24.613,,1.67,
LINE1,01-10-2020 07:35:27.613,,1.44,
LINE1,01-10-2020 07:35:39.542,0.05,1.46,16.68
LINE1,01-10-2020 07:35:42.613,,1.66,
LINE1,01-10-2020 07:35:47.613,,1.41,
LINE1,01-10-2020 07:35:48.613,,1.66,
LINE1,01-10-2020 07:35:51.613,,1.44,
LINE1,01-10-2020 07:35:52.613,,1.65,
LINE1,01-10-2020 07:36:05.113,,1.3,
LINE1,01-10-2020 07:36:06.113,,1.61,
LINE1,01-10-2020 07:36:29.113,,1.29,
LINE1,01-10-2020 07:36:30.113,,1.68,
LINE1,01-10-2020 07:36:31.113,,1.48,
LINE1,01-10-2020 07:36:39.543,0.05,1.62,16.61
LINE1,01-10-2020 07:36:41.113,,1.4,
LINE1,01-10-2020 07:36:42.113,,1.68,
LINE1,01-10-2020 07:36:44.113,,1.42,
LINE1,01-10-2020 07:36:56.613,,1.62,
LINE1,01-10-2020 07:37:39.543,0.05,1.53,16.63
LINE1,01-10-2020 07:38:08.618,,1.32,
LINE1,01-10-2020 07:38:10.118,,1.65,
LINE1,01-10-2020 07:38:39.542,0.05,1.43,16.46
LINE1,01-10-2020 07:38:48.113,,1.64,
LINE1,01-10-2020 07:38:59.613,,1.42,
LINE1,01-10-2020 07:39:00.613,,1.65,
LINE1,01-10-2020 07:39:06.614,,1.44,
LINE1,01-10-2020 07:39:30.613,,1.73,
LINE1,01-10-2020 07:39:32.613,,1.36,
LINE1,01-10-2020 07:39:34.113,,1.59,
LINE1,01-10-2020 07:39:39.542,0.05,1.48,16.51
LINE1,01-10-2020 07:40:39.541,0.05,1.47,16.42
LINE1,01-10-2020 07:40:44.113,,1.68,
LINE1,01-10-2020 07:40:59.613,,1.38,
LINE1,01-10-2020 07:41:01.613,,1.64,
LINE1,01-10-2020 07:41:04.613,,1.44,
LINE1,01-10-2020 07:41:29.613,,1.65,
LINE1,01-10-2020 07:41:39.538,0.04,1.55,16.42
LINE1,01-10-2020 07:42:39.439,0.04,1.6,16.42
LINE1,01-10-2020 07:43:13.613,,1.4,
LINE1,01-10-2020 07:43:24.613,,1.6,
LINE1,01-10-2020 07:43:32.613,,1.36,
LINE1,01-10-2020 07:43:33.613,,1.59,
LINE1,01-10-2020 07:43:40.340,0.04,1.59,16.4
LINE1,01-10-2020 07:44:40.241,0.05,1.6,16.31
LINE1,01-10-2020 07:45:18.613,,1.35,
LINE1,01-10-2020 07:45:20.613,,1.59,
LINE1,01-10-2020 07:45:40.143,0.05,1.62,16.2
LINE1,01-10-2020 07:45:43.613,,1.39,
LINE1,01-10-2020 07:45:44.613,,1.64,
LINE1,01-10-2020 07:45:55.613,,1.36,
LINE1,01-10-2020 07:45:56.614,,1.62,
LINE1,01-10-2020 07:46:40.048,0.05,1.62,16.25
LINE1,01-10-2020 07:47:25.613,,1.39,
LINE1,01-10-2020 07:47:26.614,,1.62,
LINE1,01-10-2020 07:47:40.013,0.04,1.52,16.2
LINE1,01-10-2020 07:48:39.977,0.04,1.51,16.21
LINE1,01-10-2020 07:49:39.943,0.05,1.56,16.19
LINE1,01-10-2020 07:50:25.613,,1.35,
LINE1,01-10-2020 07:50:26.614,,1.61,
LINE1,01-10-2020 07:50:37.614,,1.39,
LINE1,01-10-2020 07:50:39.908,0.05,1.62,16.2
LINE1,01-10-2020 07:51:14.618,,1.4,
LINE1,01-10-2020 07:51:19.618,,1.62,
LINE1,01-10-2020 07:51:25.618,,1.41,
LINE1,01-10-2020 07:51:28.618,,1.62,
LINE1,01-10-2020 07:51:39.873,0.04,1.55,16.2
LINE1,01-10-2020 07:52:16.614,,1.33,
LINE1,01-10-2020 07:52:17.613,,1.69,
LINE1,01-10-2020 07:52:18.613,,1.38,
LINE1,01-10-2020 07:52:19.613,,1.65,
LINE1,01-10-2020 07:52:39.861,0.04,1.61,16.19
LINE1,01-10-2020 07:53:39.847,0.05,1.55,16.21
LINE1,01-10-2020 07:54:39.836,0.05,1.58,16.02
LINE1,01-10-2020 07:54:46.113,,1.37,
LINE1,01-10-2020 07:54:46.614,,1.59,
LINE1,01-10-2020 07:55:39.822,0.04,1.58,16.08
LINE1,01-10-2020 07:56:39.810,0.04,1.32,15.98
LINE1,01-10-2020 07:56:40.613,,1.67,
LINE1,01-10-2020 07:56:59.613,,1.44,
LINE1,01-10-2020 07:57:11.613,,1.66,
LINE1,01-10-2020 07:57:21.615,,1.45,
LINE1,01-10-2020 07:57:27.615,,1.71,
LINE1,01-10-2020 07:57:39.807,0.05,1.52,16
LINE1,01-10-2020 07:58:39.801,0.05,1.64,15.98
LINE1,01-10-2020 07:59:13.613,,1.32,
LINE1,01-10-2020 07:59:14.613,,1.61,
LINE1,01-10-2020 07:59:27.613,,1.38,
LINE1,01-10-2020 07:59:28.613,,1.66,
LINE1,01-10-2020 07:59:39.797,0.04,1.45,15.99
LINE1,01-10-2020 08:00:39.791,0.05,1.46,15.99
LINE1,01-10-2020 08:00:39.796,,1.69,
LINE1,01-10-2020 08:00:43.613,,1.49,
LINE1,01-10-2020 08:01:39.788,0.05,1.53,15.99
LINE1,01-10-2020 08:02:39.786,0.05,1.6,15.98
LINE1,01-10-2020 08:03:39.784,0.04,1.58,15.97
LINE1,01-10-2020 08:04:16.618,,1.38,
LINE1,01-10-2020 08:04:19.617,,1.59,
LINE1,01-10-2020 08:04:37.618,,1.37,
LINE1,01-10-2020 08:04:39.784,0.05,1.64,15.98
LINE1,01-10-2020 08:04:58.618,,1.39,
LINE1,01-10-2020 08:05:03.618,,1.62,
LINE1,01-10-2020 08:05:09.618,,1.32,
LINE1,01-10-2020 08:05:10.618,,1.57,
LINE1,01-10-2020 08:05:39.782,0.05,1.54,15.96
LINE1,01-10-2020 08:06:39.780,0.04,1.56,15.88
LINE1,01-10-2020 08:06:57.606,,1.35,
LINE1,01-10-2020 08:06:58.606,,1.55,
LINE1,01-10-2020 08:07:39.778,0.04,1.49,15.88
LINE1,01-10-2020 08:08:39.778,0.04,1.55,15.88
LINE1,01-10-2020 08:09:39.778,0.04,1.59,15.83
LINE1,01-10-2020 08:10:39.777,0.04,1.55,15.86
LINE1,01-10-2020 08:11:20.611,,1.31,
LINE1,01-10-2020 08:11:21.611,,1.56,
LINE1,01-10-2020 08:11:33.611,,1.33,
LINE1,01-10-2020 08:11:34.611,,1.6,
LINE1,01-10-2020 08:11:39.777,0.04,1.57,15.83
LINE1,01-10-2020 08:12:02.606,,1.36,
LINE1,01-10-2020 08:12:03.606,,1.69,
LINE1,01-10-2020 08:12:11.606,,1.43,
LINE1,01-10-2020 08:12:29.606,,1.64,
LINE1,01-10-2020 08:12:39.775,0.04,1.57,15.77
LINE1,01-10-2020 08:13:39.776,0.04,1.48,15.78
LINE1,01-10-2020 08:13:53.606,,1.69,
LINE1,01-10-2020 08:13:55.606,,1.47,
LINE1,01-10-2020 08:13:58.606,,1.76,
LINE1,01-10-2020 08:13:59.606,,1.45,
LINE1,01-10-2020 08:14:04.606,,1.71,
LINE1,01-10-2020 08:14:06.606,,1.38,
LINE1,01-10-2020 08:14:07.606,,1.6,
LINE1,01-10-2020 08:14:18.606,,1.34,
LINE1,01-10-2020 08:14:19.606,,1.63,
LINE1,01-10-2020 08:14:31.606,,1.33,
LINE1,01-10-2020 08:14:32.606,,1.58,
LINE1,01-10-2020 08:14:39.776,0.04,1.61,15.77
LINE1,01-10-2020 08:15:21.606,,1.33,
LINE1,01-10-2020 08:15:22.606,,1.62,
LINE1,01-10-2020 08:15:25.606,,1.41,
LINE1,01-10-2020 08:15:26.607,,1.65,
LINE1,01-10-2020 08:15:32.606,,1.41,
LINE1,01-10-2020 08:15:34.606,,1.62,
LINE1,01-10-2020 08:15:37.606,,1.4,
LINE1,01-10-2020 08:15:39.777,0.04,1.58,15.83
LINE1,01-10-2020 08:15:47.606,,1.37,
LINE1,01-10-2020 08:15:48.606,,1.59,
LINE1,01-10-2020 08:15:58.606,,1.38,
LINE1,01-10-2020 08:15:59.606,,1.59,
LINE1,01-10-2020 08:16:03.606,,1.36,
LINE1,01-10-2020 08:16:05.607,,1.59,
LINE1,01-10-2020 08:16:39.776,0.04,1.44,15.78
LINE1,01-10-2020 08:16:40.606,,1.66,
LINE1,01-10-2020 08:16:41.606,,1.39,
LINE1,01-10-2020 08:16:44.606,,1.6,
LINE1,01-10-2020 08:17:39.776,0.04,1.51,15.77
LINE1,01-10-2020 08:18:39.776,0.04,1.55,15.77
LINE1,01-10-2020 08:19:39.776,0.04,1.57,15.77
LINE1,01-10-2020 08:20:01.106,,1.34,
LINE1,01-10-2020 08:20:04.606,,1.59,
LINE1,01-10-2020 08:20:33.606,,1.39,
LINE1,01-10-2020 08:20:36.607,,1.61,
LINE1,01-10-2020 08:20:39.776,0.04,1.54,15.77
LINE1,01-10-2020 08:21:33.606,,1.32,
LINE1,01-10-2020 08:21:34.606,,1.52,
LINE1,01-10-2020 08:21:39.776,0.04,1.54,15.6
LINE1,01-10-2020 08:22:01.107,,,15.4
LINE1,01-10-2020 08:22:17.107,,,15.18
LINE1,01-10-2020 08:22:39.776,0.04,1.56,15.01
LINE1,01-10-2020 08:22:55.106,,1.31,
LINE1,01-10-2020 08:22:58.606,,1.57,
LINE1,01-10-2020 08:23:22.607,,,14.8
LINE1,01-10-2020 08:23:39.775,0.04,1.52,14.8
LINE1,01-10-2020 08:24:27.611,,1.28,
LINE1,01-10-2020 08:24:29.611,,1.63,
LINE1,01-10-2020 08:24:39.777,0.04,1.44,14.69
LINE1,01-10-2020 08:24:55.612,,1.65,
LINE1,01-10-2020 08:24:56.613,,1.43,
LINE1,01-10-2020 08:25:03.611,,1.63,
LINE1,01-10-2020 08:25:16.612,,1.38,
LINE1,01-10-2020 08:25:17.606,,1.62,
LINE1,01-10-2020 08:25:29.606,,1.41,
LINE1,01-10-2020 08:25:39.777,0.04,1.51,14.69
LINE1,01-10-2020 08:26:39.777,0.04,1.59,14.69
LINE1,01-10-2020 08:26:46.608,,,14.91
LINE1,01-10-2020 08:26:53.607,,,15.12
LINE1,01-10-2020 08:26:57.607,,,15.35
LINE1,01-10-2020 08:27:02.607,,,15.57
LINE1,01-10-2020 08:27:06.608,,,15.78
LINE1,01-10-2020 08:27:11.607,,,16.03
LINE1,01-10-2020 08:27:16.608,,,16.24
LINE1,01-10-2020 08:27:23.607,,,16.47
LINE1,01-10-2020 08:27:32.607,,,16.69
LINE1,01-10-2020 08:27:39.777,0.05,1.58,16.86
LINE1,01-10-2020 08:28:01.608,,,17.07
LINE1,01-10-2020 08:28:03.606,,1.36,
LINE1,01-10-2020 08:28:04.606,,1.68,
LINE1,01-10-2020 08:28:22.606,,1.44,
LINE1,01-10-2020 08:28:39.776,0.05,1.56,17.06
LINE1,01-10-2020 08:29:10.606,,1.34,
LINE1,01-10-2020 08:29:11.607,,1.61,
LINE1,01-10-2020 08:29:39.776,0.05,1.56,16.96
LINE1,01-10-2020 08:30:16.607,,1.35,
LINE1,01-10-2020 08:30:17.606,,1.66,
LINE1,01-10-2020 08:30:19.606,,1.45,
LINE1,01-10-2020 08:30:26.607,,1.66,
LINE1,01-10-2020 08:30:36.608,,1.3,
LINE1,01-10-2020 08:30:37.607,,1.65,
LINE1,01-10-2020 08:30:39.776,0.05,1.61,16.94
LINE1,01-10-2020 08:31:01.610,,1.4,
LINE1,01-10-2020 08:31:08.611,,1.6,
LINE1,01-10-2020 08:31:14.611,,1.38,
LINE1,01-10-2020 08:31:15.611,,1.6,
LINE1,01-10-2020 08:31:28.611,,1.38,
LINE1,01-10-2020 08:31:29.611,,1.65,
LINE1,01-10-2020 08:31:39.777,0.05,1.57,16.96
LINE1,01-10-2020 08:32:00.606,,1.36,
LINE1,01-10-2020 08:32:01.606,,1.6,
LINE1,01-10-2020 08:32:15.606,,1.37,
LINE1,01-10-2020 08:32:16.607,,1.66,
LINE1,01-10-2020 08:32:18.606,,1.38,
LINE1,01-10-2020 08:32:19.606,,1.62,
LINE1,01-10-2020 08:32:39.775,0.05,1.45,16.96
LINE1,01-10-2020 08:33:00.606,,1.7,
LINE1,01-10-2020 08:33:02.606,,1.48,
LINE1,01-10-2020 08:33:39.776,0.05,1.65,17.05
LINE1,01-10-2020 08:33:40.606,,1.38,
LINE1,01-10-2020 08:33:42.606,,1.79,
LINE1,01-10-2020 08:33:43.606,,1.54,
LINE1,01-10-2020 08:34:24.606,,1.33,
LINE1,01-10-2020 08:34:25.606,,1.65,
LINE1,01-10-2020 08:34:33.606,,1.43,
LINE1,01-10-2020 08:34:34.606,,1.65,
LINE1,01-10-2020 08:34:39.776,0.05,1.44,17.06
LINE1,01-10-2020 08:34:40.606,,1.74,
LINE1,01-10-2020 08:34:41.607,,1.53,
LINE1,01-10-2020 08:35:39.776,0.05,1.54,17.15
LINE1,01-10-2020 08:36:39.776,0.05,1.49,17.12
LINE1,01-10-2020 08:37:39.776,0.05,1.53,17.16
LINE1,01-10-2020 08:38:15.112,,1.31,
LINE1,01-10-2020 08:38:16.112,,1.58,
LINE1,01-10-2020 08:38:39.776,0.05,1.52,17.29
LINE1,01-10-2020 08:39:39.776,0.05,1.54,17.29
LINE1,01-10-2020 08:40:39.776,0.05,1.61,17.29
LINE1,01-10-2020 08:40:48.106,,1.36,
LINE1,01-10-2020 08:40:48.606,,1.6,
LINE1,01-10-2020 08:41:03.606,,1.39,
LINE1,01-10-2020 08:41:05.606,,1.62,
LINE1,01-10-2020 08:41:22.606,,1.42,
LINE1,01-10-2020 08:41:33.606,,1.67,
LINE1,01-10-2020 08:41:39.776,0.05,1.56,17.33
LINE1,01-10-2020 08:42:39.777,0.05,1.7,17.34
LINE1,01-10-2020 08:42:43.107,,1.46,
LINE1,01-10-2020 08:43:39.777,0.05,1.61,17.39
LINE1,01-10-2020 08:44:39.775,0.05,1.65,17.46
LINE1,01-10-2020 08:44:45.611,,1.4,
LINE1,01-10-2020 08:44:48.611,,1.68,
LINE1,01-10-2020 08:44:49.611,,1.32,
LINE1,01-10-2020 08:44:50.611,,1.56,
LINE1,01-10-2020 08:45:39.776,0.05,1.54,17.5
LINE1,01-10-2020 08:46:39.775,0.05,1.53,17.5
LINE1,01-10-2020 08:47:39.777,0.05,1.55,17.56
LINE1,01-10-2020 08:48:39.777,0.05,1.62,17.55
LINE1,01-10-2020 08:48:49.606,,1.4,
LINE1,01-10-2020 08:48:51.606,,1.61,
LINE1,01-10-2020 08:49:01.606,,1.38,
LINE1,01-10-2020 08:49:02.606,,1.62,
LINE1,01-10-2020 08:49:03.606,,1.39,
LINE1,01-10-2020 08:49:07.606,,1.66,
LINE1,01-10-2020 08:49:16.607,,1.45,
LINE1,01-10-2020 08:49:17.606,,1.68,
LINE1,01-10-2020 08:49:18.606,,1.32,
LINE1,01-10-2020 08:49:19.606,,1.65,
LINE1,01-10-2020 08:49:39.777,0.05,1.55,17.61
LINE1,01-10-2020 08:50:39.777,0.05,1.47,17.64
LINE1,01-10-2020 08:51:20.612,,1.7,
LINE1,01-10-2020 08:51:23.611,,1.48,
LINE1,01-10-2020 08:51:31.612,,1.68,
LINE1,01-10-2020 08:51:39.775,0.05,1.62,17.73
LINE1,01-10-2020 08:52:39.777,0.05,1.53,17.73
LINE1,01-10-2020 08:53:39.775,0.05,1.57,17.73
LINE1,01-10-2020 08:54:36.106,,1.36,
LINE1,01-10-2020 08:54:37.606,,1.58,
LINE1,01-10-2020 08:54:39.777,0.05,1.53,17.83
LINE1,01-10-2020 08:55:39.776,0.05,1.6,17.78
LINE1,01-10-2020 08:56:10.606,,1.35,
