DEVICEID,LINE_TIMESTAMP,Q,P,T
LINE3,01-10-2020 03:07:39.542,0.05,2.48,18.1
LINE3,01-10-2020 03:08:39.543,0.05,2.51,18.08
LINE3,01-10-2020 03:09:39.541,0.05,2.5,18.1
LINE3,01-10-2020 03:10:39.543,0.05,2.51,17.99
LINE3,01-10-2020 03:11:39.542,0.05,2.49,17.99
LINE3,01-10-2020 03:12:39.543,0.05,2.5,18.03
LINE3,01-10-2020 03:13:39.542,0.05,2.49,17.99
LINE3,01-10-2020 03:14:39.541,0.05,2.52,17.99
LINE3,01-10-2020 03:15:39.542,0.05,2.52,17.97
LINE3,01-10-2020 03:16:39.542,0.05,2.52,17.99
LINE3,01-10-2020 03:17:29.645,,,17.75
LINE3,01-10-2020 03:17:39.543,0.05,2.49,17.78
LINE3,01-10-2020 03:18:39.541,0.05,2.49,17.82
LINE3,01-10-2020 03:19:39.542,0.05,2.51,17.79
LINE3,01-10-2020 03:20:39.543,0.05,2.5,17.75
LINE3,01-10-2020 03:21:39.543,0.05,2.51,17.76
LINE3,01-10-2020 03:22:39.543,0.05,2.49,17.75
LINE3,01-10-2020 03:23:39.542,0.05,2.53,17.74
LINE3,01-10-2020 03:24:39.543,0.05,2.49,17.74
LINE3,01-10-2020 03:25:39.542,0.05,2.51,17.74
LINE3,01-10-2020 03:26:39.542,0.05,2.49,17.75
LINE3,01-10-2020 03:27:39.543,0.05,2.49,17.64
LINE3,01-10-2020 03:28:39.542,0.05,2.49,17.64
LINE3,01-10-2020 03:29:39.542,0.05,2.51,17.58
LINE3,01-10-2020 03:30:39.543,0.05,2.49,17.54
LINE3,01-10-2020 03:31:39.542,0.05,2.48,17.53
LINE3,01-10-2020 03:32:39.542,0.05,2.52,17.53
LINE3,01-10-2020 03:33:39.543,0.05,2.49,17.52
LINE3,01-10-2020 03:34:39.541,0.05,2.51,17.53
LINE3,01-10-2020 03:35:39.543,0.05,2.52,17.55
LINE3,01-10-2020 03:36:39.542,0.05,2.52,17.52
LINE3,01-10-2020 03:37:39.542,0.05,2.5,17.53
LINE3,01-10-2020 03:38:39.543,0.05,2.5,17.41
LINE3,01-10-2020 03:39:39.542,0.05,2.49,17.42
LINE3,01-10-2020 03:40:39.543,0.05,2.51,17.36
LINE3,01-10-2020 03:41:39.542,0.05,2.46,17.36
LINE3,01-10-2020 03:42:39.542,0.05,2.52,17.32
LINE3,01-10-2020 03:43:39.542,0.05,2.49,17.31
LINE3,01-10-2020 03:44:39.542,0.05,2.51,17.15
LINE3,01-10-2020 03:45:39.543,0.05,2.48,17.2
LINE3,01-10-2020 03:46:39.541,0.05,2.52,17.32
LINE3,01-10-2020 03:47:39.542,0.05,2.54,17.32
LINE3,01-10-2020 03:48:39.542,0.05,2.52,17.35
LINE3,01-10-2020 03:49:39.543,0.05,2.48,17.37
LINE3,01-10-2020 03:50:39.542,0.05,2.51,17.42
LINE3,01-10-2020 03:51:39.543,0.05,2.51,17.53
LINE3,01-10-2020 03:52:39.543,0.05,2.54,17.53
LINE3,01-10-2020 03:53:39.541,0.05,2.48,17.57
LINE3,01-10-2020 03:54:39.542,0.05,2.5,17.58
LINE3,01-10-2020 03:55:39.541,0.05,2.49,17.59
LINE3,01-10-2020 03:56:39.543,0.05,2.48,17.59
LINE3,01-10-2020 03:57:39.542,0.05,2.5,17.73
LINE3,01-10-2020 03:58:39.542,0.05,2.48,17.7
LINE3,01-10-2020 03:59:39.543,0.05,2.51,17.75
LINE3,01-10-2020 04:00:39.543,0.05,2.5,17.75
LINE3,01-10-2020 04:01:39.543,0.05,2.51,17.79
LINE3,01-10-2020 04:02:39.542,0.05,2.53,17.86
LINE3,01-10-2020 04:03:39.543,0.05,2.51,17.97
LINE3,01-10-2020 04:04:39.542,0.05,2.51,17.97
LINE3,01-10-2020 04:05:39.542,0.05,2.51,17.97
LINE3,01-10-2020 04:06:39.543,0.05,2.5,17.98
LINE3,01-10-2020 04:07:39.542,0.05,2.48,18.09
LINE3,01-10-2020 04:08:39.542,0.05,2.54,18.04
LINE3,01-10-2020 04:09:39.541,0.05,2.51,18.08
LINE3,01-10-2020 04:10:39.543,0.05,2.48,18.19
LINE3,01-10-2020 04:11:39.542,0.05,2.47,18.24
LINE3,01-10-2020 04:12:39.543,0.05,2.51,18.21
LINE3,01-10-2020 04:13:39.542,0.05,2.51,18.24
LINE3,01-10-2020 04:14:39.542,0.05,2.51,18.2
LINE3,01-10-2020 04:15:39.542,0.05,2.48,18.21
LINE3,01-10-2020 04:16:39.541,0.05,2.48,18.21
LINE3,01-10-2020 04:17:39.542,0.05,2.47,18.19
LINE3,01-10-2020 04:18:39.541,0.05,2.51,18.22
LINE3,01-10-2020 04:19:39.543,0.05,2.52,18.25
LINE3,01-10-2020 04:20:39.541,0.05,2.52,18.19
LINE3,01-10-2020 04:21:39.542,0.05,2.5,18.3
LINE3,01-10-2020 04:22:39.542,0.05,2.52,18.24
LINE3,01-10-2020 04:23:39.543,0.05,2.52,18.25
LINE3,01-10-2020 04:24:39.542,0.05,2.51,18.41
LINE3,01-10-2020 04:25:39.542,0.05,2.51,18.4
LINE3,01-10-2020 04:26:39.542,0.05,2.5,18.4
LINE3,01-10-2020 04:27:39.541,0.05,2.51,18.48
LINE3,01-10-2020 04:28:39.543,0.05,2.49,18.49
LINE3,01-10-2020 04:29:39.541,0.05,2.54,18.48
LINE3,01-10-2020 04:30:39.542,0.05,2.52,18.47
LINE3,01-10-2020 04:31:39.543,0.05,2.48,18.63
LINE3,01-10-2020 04:32:39.542,0.05,2.5,18.63
LINE3,01-10-2020 04:33:39.543,0.05,2.5,18.63
LINE3,01-10-2020 04:34:39.542,0.05,2.53,18.64
LINE3,01-10-2020 04:35:39.543,0.05,2.51,18.62
LINE3,01-10-2020 04:36:39.542,0.05,2.47,18.62
LINE3,01-10-2020 04:37:39.543,0.05,2.53,18.63
LINE3,01-10-2020 04:38:39.542,0.05,2.49,18.62
LINE3,01-10-2020 04:39:39.542,0.05,2.48,18.64
LINE3,01-10-2020 04:40:39.543,0.05,2.48,18.64
LINE3,01-10-2020 04:41:39.542,0.05,2.52,18.69
LINE3,01-10-2020 04:42:39.542,0.05,2.48,18.62
LINE3,01-10-2020 04:43:39.542,0.05,2.55,18.69
LINE3,01-10-2020 04:44:39.543,0.05,2.51,18.62
LINE3,01-10-2020 04:45:39.542,0.05,2.49,18.69
LINE3,01-10-2020 04:46:39.543,0.05,2.49,18.68
LINE3,01-10-2020 04:47:39.543,0.05,2.49,18.67
LINE3,01-10-2020 04:48:39.542,0.05,2.54,18.68
LINE3,01-10-2020 04:49:39.543,0.05,2.49,18.68
LINE3,01-10-2020 04:50:39.542,0.05,2.52,18.69
LINE3,01-10-2020 04:51:39.542,0.05,2.51,18.7
LINE3,01-10-2020 04:52:39.541,0.05,2.49,18.7
LINE3,01-10-2020 04:53:39.542,0.05,2.47,18.68
LINE3,01-10-2020 04:54:39.542,0.05,2.51,18.69
LINE3,01-10-2020 04:55:39.542,0.05,2.51,18.62
LINE3,01-10-2020 04:56:39.543,0.05,2.49,18.68
LINE3,01-10-2020 04:57:39.542,0.05,2.49,18.65
LINE3,01-10-2020 04:58:39.542,0.05,2.46,18.69
LINE3,01-10-2020 04:59:39.542,0.05,2.5,18.63
LINE3,01-10-2020 05:00:39.543,0.05,2.51,18.69
LINE3,01-10-2020 05:01:39.543,0.05,2.49,18.62
LINE3,01-10-2020 05:02:39.543,0.05,2.5,18.62
LINE3,01-10-2020 05:03:39.543,0.05,2.48,18.64
LINE3,01-10-2020 05:04:39.541,0.05,2.52,18.64
LINE3,01-10-2020 05:05:39.542,0.05,2.53,18.64
LINE3,01-10-2020 05:06:39.541,0.05,2.48,18.64
LINE3,01-10-2020 05:07:39.542,0.05,2.46,18.53
LINE3,01-10-2020 05:08:39.541,0.05,2.5,18.53
LINE3,01-10-2020 05:09:39.542,0.05,2.51,18.53
LINE3,01-10-2020 05:10:39.543,0.05,2.51,18.52
LINE3,01-10-2020 05:11:39.542,0.05,2.52,18.51
LINE3,01-10-2020 05:12:39.543,0.05,2.48,18.51
LINE3,01-10-2020 05:13:39.541,0.05,2.47,18.46
LINE3,01-10-2020 05:14:39.542,0.05,2.51,18.42
LINE3,01-10-2020 05:15:39.542,0.05,2.49,18.42
LINE3,01-10-2020 05:16:39.542,0.05,2.51,18.42
LINE3,01-10-2020 05:17:39.543,0.05,2.49,18.42
LINE3,01-10-2020 05:18:39.543,0.05,2.5,18.42
LINE3,01-10-2020 05:19:39.543,0.05,2.49,18.41
LINE3,01-10-2020 05:20:39.541,0.05,2.5,18.43
LINE3,01-10-2020 05:21:39.543,0.05,2.49,18.41
LINE3,01-10-2020 05:22:39.541,0.05,2.5,18.32
LINE3,01-10-2020 05:23:39.542,0.05,2.51,18.31
LINE3,01-10-2020 05:24:39.542,0.05,2.51,18.31
LINE3,01-10-2020 05:25:39.542,0.05,2.49,18.3
LINE3,01-10-2020 05:26:39.543,0.05,2.5,18.32
LINE3,01-10-2020 05:27:39.541,0.05,2.52,18.31
LINE3,01-10-2020 05:28:39.542,0.05,2.49,18.32
LINE3,01-10-2020 05:29:39.542,0.05,2.51,18.26
LINE3,01-10-2020 05:30:39.542,0.05,2.47,18.2
LINE3,01-10-2020 05:31:39.541,0.05,2.51,18.18
LINE3,01-10-2020 05:32:39.542,0.05,2.49,18.19
LINE3,01-10-2020 05:33:39.542,0.05,2.51,18.19
LINE3,01-10-2020 05:34:39.543,0.05,2.5,18.08
LINE3,01-10-2020 05:35:39.543,0.05,2.51,18.1
LINE3,01-10-2020 05:36:39.542,0.05,2.48,18.05
LINE3,01-10-2020 05:37:39.542,0.05,2.51,18.05
LINE3,01-10-2020 05:38:39.541,0.05,2.48,18.02
LINE3,01-10-2020 05:39:39.543,0.05,2.51,17.97
LINE3,01-10-2020 05:40:39.543,0.05,2.49,17.99
LINE3,01-10-2020 05:41:39.542,0.05,2.48,17.99
LINE3,01-10-2020 05:42:39.543,0.05,2.51,17.98
LINE3,01-10-2020 05:43:39.541,0.05,2.49,17.98
LINE3,01-10-2020 05:44:39.542,0.05,2.48,17.82
LINE3,01-10-2020 05:45:39.541,0.05,2.54,17.87
LINE3,01-10-2020 05:46:39.543,0.05,2.49,17.87
LINE3,01-10-2020 05:47:39.542,0.05,2.47,17.86
LINE3,01-10-2020 05:48:39.543,0.05,2.48,17.79
LINE3,01-10-2020 05:49:39.542,0.05,2.5,17.85
LINE3,01-10-2020 05:50:39.541,0.04,2.5,17.86
LINE3,01-10-2020 05:51:39.542,0.04,2.5,17.74
LINE3,01-10-2020 05:52:39.541,0.04,2.51,17.75
LINE3,01-10-2020 05:53:39.543,0.04,2.47,17.76
LINE3,01-10-2020 05:54:39.542,0.04,2.48,17.76
LINE3,01-10-2020 05:55:39.542,0.04,2.49,17.64
LINE3,01-10-2020 05:56:39.543,0.04,2.51,17.66
LINE3,01-10-2020 05:57:39.543,0.04,2.46,17.64
LINE3,01-10-2020 05:58:39.543,0.04,2.49,17.65
LINE3,01-10-2020 05:59:39.541,0.04,2.51,17.63
LINE3,01-10-2020 06:00:39.542,0.04,2.49,17.57
LINE3,01-10-2020 06:01:39.542,0.04,2.51,17.57
LINE3,01-10-2020 06:02:39.543,0.04,2.53,17.58
LINE3,01-10-2020 06:03:39.542,0.04,2.52,17.52
LINE3,01-10-2020 06:04:39.543,0.04,2.5,17.55
LINE3,01-10-2020 06:05:39.542,0.04,2.48,17.57
LINE3,01-10-2020 06:06:39.542,0.04,2.48,17.53
LINE3,01-10-2020 06:07:39.543,0.04,2.48,17.53
LINE3,01-10-2020 06:08:39.541,0.04,2.51,17.37
LINE3,01-10-2020 06:09:39.543,0.04,2.48,17.42
LINE3,01-10-2020 06:10:39.542,0.04,2.53,17.41
LINE3,01-10-2020 06:11:39.542,0.04,2.45,17.3
LINE3,01-10-2020 06:12:39.543,0.04,2.49,17.42
LINE3,01-10-2020 06:13:39.542,0.04,2.49,17.31
LINE3,01-10-2020 06:14:39.543,0.04,2.51,17.29
LINE3,01-10-2020 06:15:39.541,0.04,2.49,17.2
LINE3,01-10-2020 06:16:39.543,0.04,2.48,17.21
LINE3,01-10-2020 06:17:39.541,0.04,2.52,17.15
LINE3,01-10-2020 06:18:27.126,,,17.35
LINE3,01-10-2020 06:18:39.542,0.04,2.49,17.31
LINE3,01-10-2020 06:19:39.543,0.04,2.51,17.32
LINE3,01-10-2020 06:20:39.543,0.04,2.48,17.37
LINE3,01-10-2020 06:21:39.542,0.04,2.51,17.42
LINE3,01-10-2020 06:22:39.542,0.04,2.52,17.53
LINE3,01-10-2020 06:23:39.542,0.04,2.49,17.54
LINE3,01-10-2020 06:24:39.542,0.04,2.49,17.54
LINE3,01-10-2020 06:25:39.542,0.04,2.47,17.54
LINE3,01-10-2020 06:26:39.542,0.04,2.52,17.54
LINE3,01-10-2020 06:27:39.543,0.04,2.48,17.57
LINE3,01-10-2020 06:28:39.543,0.04,2.51,17.73
LINE3,01-10-2020 06:29:39.542,0.04,2.49,17.75
LINE3,01-10-2020 06:30:39.542,0.04,2.52,17.63
LINE3,01-10-2020 06:31:39.542,0.04,2.51,17.74
LINE3,01-10-2020 06:32:39.543,0.04,2.51,17.82
LINE3,01-10-2020 06:33:39.541,0.04,2.51,17.86
LINE3,01-10-2020 06:34:39.542,0.04,2.51,17.84
LINE3,01-10-2020 06:35:39.542,0.05,2.53,17.99
LINE3,01-10-2020 06:36:39.542,0.05,2.49,17.99
LINE3,01-10-2020 06:37:39.542,0.05,2.5,17.99
LINE3,01-10-2020 06:38:39.542,0.05,2.5,17.98
LINE3,01-10-2020 06:39:39.542,0.05,2.51,18.06
LINE3,01-10-2020 06:40:39.541,0.05,2.5,18.08
LINE3,01-10-2020 06:41:39.542,0.05,2.51,18.19
LINE3,01-10-2020 06:42:39.541,0.05,2.55,18.21
LINE3,01-10-2020 06:43:39.543,0.05,2.48,18.22
LINE3,01-10-2020 06:44:39.543,0.05,2.51,18.2
LINE3,01-10-2020 06:45:39.541,0.05,2.5,18.25
LINE3,01-10-2020 06:46:39.542,0.05,2.51,18.25
LINE3,01-10-2020 06:47:39.541,0.05,2.52,18.29
LINE3,01-10-2020 06:48:39.542,0.05,2.5,18.4
LINE3,01-10-2020 06:49:39.541,0.05,2.51,18.42
LINE3,01-10-2020 06:50:39.543,0.05,2.49,18.42
LINE3,01-10-2020 06:51:39.542,0.05,2.49,18.43
LINE3,01-10-2020 06:52:39.542,0.05,2.53,18.48
LINE3,01-10-2020 06:53:39.543,0.05,2.46,18.52
LINE3,01-10-2020 06:54:39.542,0.05,2.5,18.63
LINE3,01-10-2020 06:55:39.543,0.05,2.49,18.62
LINE3,01-10-2020 06:56:39.542,0.05,2.55,18.64
LINE3,01-10-2020 06:57:39.543,0.05,2.48,18.64
LINE3,01-10-2020 06:58:39.543,0.05,2.47,18.63
LINE3,01-10-2020 06:59:39.542,0.05,2.52,18.69
LINE3,01-10-2020 07:00:39.574,0.05,2.49,18.68
LINE3,01-10-2020 07:01:39.541,0.05,2.5,18.69
LINE3,01-10-2020 07:02:39.542,0.05,2.48,18.75
LINE3,01-10-2020 07:03:39.541,0.05,2.49,18.86
LINE3,01-10-2020 07:04:39.543,0.05,2.5,18.84
LINE3,01-10-2020 07:05:39.541,0.05,2.51,18.84
LINE3,01-10-2020 07:06:39.543,0.05,2.51,18.86
LINE3,01-10-2020 07:07:39.542,0.05,2.48,18.86
LINE3,01-10-2020 07:08:39.541,0.05,2.53,18.84
LINE3,01-10-2020 07:09:39.542,0.05,2.51,18.84
LINE3,01-10-2020 07:10:39.541,0.05,2.54,18.86
LINE3,01-10-2020 07:11:39.543,0.05,2.52,18.86
LINE3,01-10-2020 07:12:39.541,0.05,2.45,18.91
LINE3,01-10-2020 07:13:39.542,0.05,2.51,18.89
