DEVICEID,LINE_TIMESTAMP,Q,P,T
LINE3,01-10-2020 07:14:39.542,0.05,2.5,18.85
LINE3,01-10-2020 07:15:39.542,0.05,2.51,18.9
LINE3,01-10-2020 07:16:39.543,0.05,2.51,18.86
LINE3,01-10-2020 07:17:39.542,0.05,2.53,18.86
LINE3,01-10-2020 07:18:39.542,0.05,2.49,18.85
LINE3,01-10-2020 07:19:39.542,0.05,2.5,18.85
LINE3,01-10-2020 07:20:39.543,0.05,2.51,18.84
LINE3,01-10-2020 07:21:39.541,0.05,2.49,18.86
LINE3,01-10-2020 07:22:39.542,0.05,2.51,18.84
LINE3,01-10-2020 07:23:39.543,0.05,2.5,18.86
LINE3,01-10-2020 07:24:39.541,0.05,2.53,18.74
LINE3,01-10-2020 07:25:39.543,0.05,2.54,18.75
LINE3,01-10-2020 07:26:39.542,0.05,2.47,18.74
LINE3,01-10-2020 07:27:39.542,0.05,2.49,18.74
LINE3,01-10-2020 07:28:39.541,0.05,2.52,18.73
LINE3,01-10-2020 07:29:39.542,0.05,2.49,18.7
LINE3,01-10-2020 07:30:39.543,0.05,2.51,18.64
LINE3,01-10-2020 07:31:39.542,0.05,2.54,18.64
LINE3,01-10-2020 07:32:39.542,0.05,2.49,18.69
LINE3,01-10-2020 07:33:39.542,0.05,2.49,18.62
LINE3,01-10-2020 07:34:39.543,0.05,2.5,18.64
LINE3,01-10-2020 07:35:39.542,0.05,2.5,18.64
LINE3,01-10-2020 07:36:39.543,0.05,2.49,18.64
LINE3,01-10-2020 07:37:39.543,0.05,2.5,18.53
LINE3,01-10-2020 07:38:39.542,0.05,2.52,18.48
LINE3,01-10-2020 07:39:39.542,0.05,2.52,18.42
LINE3,01-10-2020 07:40:39.541,0.05,2.51,18.4
LINE3,01-10-2020 07:41:39.538,0.05,2.5,18.31
LINE3,01-10-2020 07:42:39.439,0.05,2.54,18.18
LINE3,01-10-2020 07:43:40.340,0.05,2.5,18.26
LINE3,01-10-2020 07:44:40.241,0.05,2.51,18.2
LINE3,01-10-2020 07:45:40.143,0.05,2.5,18.21
LINE3,01-10-2020 07:46:40.048,0.05,2.46,18.09
LINE3,01-10-2020 07:47:40.013,0.05,2.5,18.08
LINE3,01-10-2020 07:48:39.977,0.05,2.49,18.07
LINE3,01-10-2020 07:49:39.943,0.05,2.48,18.04
LINE3,01-10-2020 07:50:39.908,0.05,2.5,18.02
LINE3,01-10-2020 07:51:39.873,0.05,2.48,17.99
LINE3,01-10-2020 07:52:39.861,0.05,2.48,17.99
LINE3,01-10-2020 07:53:39.847,0.05,2.49,17.98
LINE3,01-10-2020 07:54:39.836,0.05,2.5,17.99
LINE3,01-10-2020 07:55:39.822,0.05,2.47,17.99
LINE3,01-10-2020 07:56:39.810,0.05,2.47,17.96
LINE3,01-10-2020 07:57:39.807,0.05,2.47,17.97
LINE3,01-10-2020 07:58:39.801,0.05,2.51,17.87
LINE3,01-10-2020 07:59:39.797,0.05,2.48,17.86
LINE3,01-10-2020 08:00:39.791,0.05,2.51,17.84
LINE3,01-10-2020 08:01:39.788,0.05,2.49,17.79
LINE3,01-10-2020 08:02:39.786,0.05,2.49,17.75
LINE3,01-10-2020 08:03:39.784,0.05,2.52,17.76
LINE3,01-10-2020 08:04:39.784,0.05,2.5,17.75
LINE3,01-10-2020 08:05:39.782,0.05,2.54,17.75
LINE3,01-10-2020 08:06:39.780,0.05,2.48,17.74
LINE3,01-10-2020 08:07:39.778,0.05,2.55,17.68
LINE3,01-10-2020 08:08:39.778,0.05,2.5,17.64
LINE3,01-10-2020 08:09:39.778,0.05,2.51,17.74
LINE3,01-10-2020 08:10:39.777,0.05,2.5,17.65
LINE3,01-10-2020 08:11:39.777,0.05,2.51,17.57
LINE3,01-10-2020 08:12:39.775,0.05,2.5,17.65
LINE3,01-10-2020 08:13:39.776,0.05,2.5,17.58
LINE3,01-10-2020 08:14:39.776,0.05,2.51,17.54
LINE3,01-10-2020 08:15:39.777,0.05,2.5,17.53
LINE3,01-10-2020 08:16:39.776,0.05,2.5,17.52
LINE3,01-10-2020 08:17:39.776,0.05,2.51,17.53
LINE3,01-10-2020 08:18:39.776,0.05,2.51,17.54
LINE3,01-10-2020 08:19:39.776,0.05,2.5,17.54
LINE3,01-10-2020 08:20:39.776,0.05,2.48,17.54
LINE3,01-10-2020 08:21:39.776,0.05,2.5,17.53
LINE3,01-10-2020 08:22:39.776,0.05,2.45,17.42
LINE3,01-10-2020 08:23:39.775,0.05,2.5,17.42
LINE3,01-10-2020 08:24:39.777,0.05,2.49,17.36
LINE3,01-10-2020 08:25:39.777,0.05,2.49,17.37
LINE3,01-10-2020 08:26:39.777,0.05,2.48,17.3
LINE3,01-10-2020 08:27:39.777,0.05,2.52,17.32
LINE3,01-10-2020 08:28:39.776,0.05,2.51,17.23
LINE3,01-10-2020 08:29:39.776,0.04,2.48,17.19
LINE3,01-10-2020 08:30:39.776,0.04,2.51,17.16
LINE3,01-10-2020 08:31:39.777,0.04,2.49,17.15
LINE3,01-10-2020 08:32:39.775,0.04,2.52,17.19
LINE3,01-10-2020 08:33:39.776,0.05,2.5,17.32
LINE3,01-10-2020 08:34:39.776,0.05,2.54,17.32
LINE3,01-10-2020 08:35:39.776,0.05,2.5,17.32
LINE3,01-10-2020 08:36:39.776,0.05,2.48,17.37
LINE3,01-10-2020 08:37:39.776,0.05,2.49,17.42
LINE3,01-10-2020 08:38:39.776,0.05,2.49,17.49
LINE3,01-10-2020 08:39:39.776,0.05,2.49,17.46
LINE3,01-10-2020 08:40:39.776,0.05,2.51,17.53
LINE3,01-10-2020 08:41:39.776,0.05,2.5,17.55
LINE3,01-10-2020 08:42:39.777,0.05,2.5,17.53
LINE3,01-10-2020 08:43:39.777,0.05,2.51,17.64
LINE3,01-10-2020 08:44:39.775,0.05,2.51,17.74
LINE3,01-10-2020 08:45:39.776,0.05,2.51,17.65
LINE3,01-10-2020 08:46:39.775,0.05,2.51,17.75
LINE3,01-10-2020 08:47:39.777,0.05,2.48,17.75
LINE3,01-10-2020 08:48:39.777,0.05,2.52,17.82
LINE3,01-10-2020 08:49:39.777,0.05,2.5,17.86
LINE3,01-10-2020 08:50:39.777,0.05,2.49,17.8
LINE3,01-10-2020 08:51:39.775,0.05,2.51,17.97
LINE3,01-10-2020 08:52:39.777,0.05,2.49,17.99
LINE3,01-10-2020 08:53:39.775,0.05,2.51,18.04
LINE3,01-10-2020 08:54:39.777,0.05,2.52,17.99
LINE3,01-10-2020 08:55:39.776,0.05,2.52,18.08
LINE3,01-10-2020 08:56:39.777,0.05,2.51,18.09
LINE3,01-10-2020 08:57:39.776,0.05,2.45,18.19
LINE3,01-10-2020 08:58:39.775,0.05,2.5,18.18
LINE3,01-10-2020 08:59:39.777,0.05,2.49,18.19
LINE3,01-10-2020 09:00:39.776,0.05,2.51,18.19
LINE3,01-10-2020 09:01:39.777,0.05,2.51,18.18
LINE3,01-10-2020 09:02:39.776,0.05,2.52,18.24
LINE3,01-10-2020 09:03:39.776,0.05,2.51,18.31
LINE3,01-10-2020 09:04:39.776,0.05,2.46,18.4
LINE3,01-10-2020 09:05:39.776,0.05,2.53,18.41
LINE3,01-10-2020 09:06:39.776,0.05,2.48,18.46
LINE3,01-10-2020 09:07:39.776,0.05,2.49,18.46
LINE3,01-10-2020 09:08:39.776,0.05,2.51,18.47
LINE3,01-10-2020 09:09:39.776,0.05,2.51,18.51
LINE3,01-10-2020 09:10:39.776,0.05,2.52,18.51
LINE3,01-10-2020 09:11:39.776,0.05,2.51,18.63
LINE3,01-10-2020 09:12:39.776,0.05,2.49,18.62
LINE3,01-10-2020 09:13:39.777,0.05,2.54,18.62
LINE3,01-10-2020 09:14:39.776,0.05,2.53,18.62
LINE3,01-10-2020 09:15:39.777,0.05,2.5,18.62
LINE3,01-10-2020 09:16:39.776,0.05,2.51,18.68
LINE3,01-10-2020 09:17:39.777,0.05,2.49,18.69
LINE3,01-10-2020 09:18:39.776,0.05,2.48,18.73
LINE3,01-10-2020 09:19:39.777,0.05,2.51,18.73
LINE3,01-10-2020 09:20:39.777,0.05,2.51,18.75
LINE3,01-10-2020 09:21:39.776,0.05,2.52,18.84
LINE3,01-10-2020 09:22:39.777,0.05,2.54,18.84
LINE3,01-10-2020 09:23:39.775,0.05,2.49,18.85
LINE3,01-10-2020 09:24:39.776,0.05,2.49,18.84
LINE3,01-10-2020 09:25:39.776,0.05,2.49,18.84
LINE3,01-10-2020 09:26:39.776,0.05,2.5,18.85
LINE3,01-10-2020 09:27:39.775,0.05,2.49,18.84
LINE3,01-10-2020 09:28:39.777,0.05,2.51,18.84
LINE3,01-10-2020 09:29:39.777,0.05,2.53,18.86
LINE3,01-10-2020 09:30:39.775,0.05,2.49,18.85
LINE3,01-10-2020 09:31:39.777,0.05,2.51,18.84
LINE3,01-10-2020 09:32:39.776,0.05,2.49,18.84
LINE3,01-10-2020 09:33:39.777,0.05,2.51,18.85
LINE3,01-10-2020 09:34:39.776,0.05,2.48,18.86
LINE3,01-10-2020 09:35:39.777,0.05,2.47,18.84
LINE3,01-10-2020 09:36:39.776,0.05,2.52,18.74
LINE3,01-10-2020 09:37:39.776,0.05,2.53,18.75
LINE3,01-10-2020 09:38:39.776,0.05,2.48,18.73
LINE3,01-10-2020 09:39:39.775,0.05,2.46,18.75
LINE3,01-10-2020 09:40:39.776,0.05,2.48,18.75
LINE3,01-10-2020 09:41:39.776,0.05,2.5,18.75
LINE3,01-10-2020 09:42:39.777,0.05,2.52,18.73
LINE3,01-10-2020 09:43:39.777,0.05,2.49,18.7
LINE3,01-10-2020 09:44:39.777,0.05,2.53,18.69
LINE3,01-10-2020 09:45:39.776,0.05,2.52,18.62
LINE3,01-10-2020 09:46:39.776,0.05,2.47,18.62
LINE3,01-10-2020 09:47:39.777,0.05,2.49,18.7
LINE3,01-10-2020 09:48:39.775,0.05,2.51,18.63
LINE3,01-10-2020 09:49:39.776,0.05,2.51,18.62
LINE3,01-10-2020 09:50:39.775,0.05,2.51,18.62
LINE3,01-10-2020 09:51:39.776,0.05,2.53,18.64
LINE3,01-10-2020 09:52:39.777,0.05,2.5,18.53
LINE3,01-10-2020 09:53:39.776,0.05,2.48,18.53
LINE3,01-10-2020 09:54:39.776,0.05,2.5,18.49
LINE3,01-10-2020 09:55:39.775,0.05,2.49,18.51
LINE3,01-10-2020 09:56:39.776,0.05,2.5,18.53
LINE3,01-10-2020 09:57:39.775,0.05,2.49,18.43
LINE3,01-10-2020 09:58:39.776,0.05,2.48,18.42
LINE3,01-10-2020 09:59:39.777,0.05,2.51,18.42
LINE3,01-10-2020 10:00:39.777,0.05,2.49,18.42
LINE3,01-10-2020 10:01:39.776,0.05,2.5,18.42
LINE3,01-10-2020 10:02:39.776,0.05,2.5,18.42
LINE3,01-10-2020 10:03:39.776,0.05,2.5,18.32
LINE3,01-10-2020 10:04:39.775,0.05,2.5,18.31
LINE3,01-10-2020 10:05:39.777,0.05,2.51,18.29
LINE3,01-10-2020 10:06:39.776,0.05,2.52,18.31
LINE3,01-10-2020 10:07:39.776,0.05,2.49,18.26
LINE3,01-10-2020 10:08:39.776,0.05,2.5,18.21
LINE3,01-10-2020 10:09:39.776,0.05,2.49,18.2
LINE3,01-10-2020 10:10:39.776,0.05,2.5,18.2
LINE3,01-10-2020 10:11:39.776,0.05,2.52,18.2
LINE3,01-10-2020 10:12:39.776,0.05,2.49,18.18
LINE3,01-10-2020 10:13:39.776,0.05,2.51,18.19
LINE3,01-10-2020 10:14:39.777,0.05,2.5,18.2
LINE3,01-10-2020 10:15:39.776,0.05,2.5,18.02
LINE3,01-10-2020 10:16:39.777,0.05,2.51,18.08
LINE3,01-10-2020 10:17:39.777,0.05,2.51,18.04
LINE3,01-10-2020 10:18:39.775,0.05,2.48,18.04
LINE3,01-10-2020 10:19:39.777,0.05,2.51,17.97
LINE3,01-10-2020 10:20:39.775,0.05,2.5,17.99
LINE3,01-10-2020 10:21:39.776,0.05,2.49,17.97
LINE3,01-10-2020 10:22:39.776,0.05,2.48,17.98
LINE3,01-10-2020 10:23:39.776,0.05,2.48,17.99
LINE3,01-10-2020 10:24:39.776,0.05,2.49,17.82
LINE3,01-10-2020 10:25:39.775,0.05,2.49,17.86
LINE3,01-10-2020 10:26:39.777,0.05,2.49,17.85
LINE3,01-10-2020 10:27:39.775,0.05,2.5,17.74
LINE3,01-10-2020 10:28:39.777,0.05,2.51,17.75
LINE3,01-10-2020 10:29:39.775,0.05,2.49,17.76
LINE3,01-10-2020 10:30:39.777,0.05,2.47,17.74
LINE3,01-10-2020 10:31:39.777,0.05,2.49,17.65
LINE3,01-10-2020 10:32:39.775,0.05,2.49,17.64
LINE3,01-10-2020 10:33:39.777,0.05,2.48,17.57
LINE3,01-10-2020 10:34:39.776,0.05,2.52,17.6
LINE3,01-10-2020 10:35:39.777,0.05,2.49,17.54
LINE3,01-10-2020 10:36:39.776,0.05,2.5,17.53
LINE3,01-10-2020 10:37:39.776,0.05,2.47,17.58
LINE3,01-10-2020 10:38:39.776,0.05,2.51,17.43
LINE3,01-10-2020 10:39:39.776,0.05,2.51,17.53
LINE3,01-10-2020 10:40:39.777,0.05,2.51,17.44
LINE3,01-10-2020 10:41:39.776,0.05,2.51,17.41
LINE3,01-10-2020 10:42:39.777,0.05,2.49,17.37
LINE3,01-10-2020 10:43:39.775,0.05,2.49,17.37
LINE3,01-10-2020 10:44:39.777,0.05,2.51,17.36
LINE3,01-10-2020 10:45:39.776,0.05,2.5,17.31
LINE3,01-10-2020 10:46:39.777,0.05,2.49,17.3
LINE3,01-10-2020 10:47:39.776,0.05,2.51,17.2
LINE3,01-10-2020 10:48:39.775,0.05,2.52,17.3
LINE3,01-10-2020 10:49:39.777,0.05,2.5,17.32
LINE3,01-10-2020 10:50:39.776,0.05,2.51,17.36
LINE3,01-10-2020 10:51:39.777,0.05,2.5,17.37
LINE3,01-10-2020 10:52:39.775,0.05,2.51,17.52
LINE3,01-10-2020 10:53:39.777,0.05,2.52,17.53
LINE3,01-10-2020 10:54:39.776,0.05,2.5,17.52
LINE3,01-10-2020 10:55:39.775,0.05,2.49,17.55
LINE3,01-10-2020 10:56:39.777,0.05,2.45,17.59
LINE3,01-10-2020 10:57:39.775,0.05,2.49,17.59
LINE3,01-10-2020 10:58:39.776,0.05,2.51,17.64
LINE3,01-10-2020 10:59:39.775,0.05,2.51,17.66
LINE3,01-10-2020 11:00:39.776,0.05,2.47,17.75
LINE3,01-10-2020 11:01:39.776,0.05,2.52,17.76
LINE3,01-10-2020 11:02:39.776,0.05,2.5,17.76
LINE3,01-10-2020 11:03:39.777,0.05,2.49,17.74
LINE3,01-10-2020 11:04:39.775,0.05,2.51,17.74
LINE3,01-10-2020 11:05:39.777,0.05,2.47,17.76
LINE3,01-10-2020 11:06:39.775,0.05,2.53,17.74
LINE3,01-10-2020 11:07:39.777,0.05,2.48,17.76
LINE3,01-10-2020 11:08:39.775,0.05,2.49,17.75
LINE3,01-10-2020 11:09:39.776,0.05,2.52,17.75
LINE3,01-10-2020 11:10:39.777,0.05,2.48,17.81
LINE3,01-10-2020 11:11:39.775,0.05,2.48,17.86
LINE3,01-10-2020 11:12:39.777,0.05,2.5,17.79
LINE3,01-10-2020 11:13:18.083,,,18
LINE3,01-10-2020 11:13:39.776,0.05,2.51,17.97
LINE3,01-10-2020 11:14:39.776,0.05,2.48,17.99
LINE3,01-10-2020 11:15:39.775,0.05,2.49,17.98
LINE3,01-10-2020 11:16:39.776,0.05,2.49,17.99
LINE3,01-10-2020 11:17:39.776,0.05,2.52,17.99
LINE3,01-10-2020 11:18:39.776,0.05,2.45,18.04
LINE3,01-10-2020 11:19:39.777,0.05,2.51,18.06
LINE3,01-10-2020 11:20:39.775,0.05,2.48,18.19
LINE3,01-10-2020 11:21:39.777,0.05,2.53,18.19
LINE3,01-10-2020 11:22:39.776,0.05,2.5,18.19
LINE3,01-10-2020 11:23:39.776,0.05,2.49,18.2
LINE3,01-10-2020 11:24:39.776,0.05,2.49,18.26
LINE3,01-10-2020 11:25:39.776,0.05,2.48,18.24
LINE3,01-10-2020 11:26:39.777,0.05,2.51,18.29
LINE3,01-10-2020 11:27:39.775,0.05,2.5,18.41
LINE3,01-10-2020 11:28:39.776,0.05,2.51,18.41
LINE3,01-10-2020 11:29:39.775,0.05,2.5,18.42
LINE3,01-10-2020 11:30:39.776,0.05,2.49,18.41
LINE3,01-10-2020 11:31:39.776,0.05,2.47,18.47
LINE3,01-10-2020 11:32:39.776,0.05,2.49,18.53
LINE3,01-10-2020 11:33:39.777,0.05,2.51,18.52
LINE3,01-10-2020 11:34:39.776,0.05,2.52,18.64
LINE3,01-10-2020 11:35:39.777,0.05,2.51,18.62
LINE3,01-10-2020 11:36:39.775,0.05,2.49,18.64
LINE3,01-10-2020 11:37:39.777,0.05,2.51,18.63
LINE3,01-10-2020 11:38:39.776,0.05,2.5,18.62
LINE3,01-10-2020 11:39:39.776,0.05,2.49,18.63
LINE3,01-10-2020 11:40:39.776,0.05,2.48,18.64
LINE3,01-10-2020 11:41:39.776,0.05,2.5,18.64
LINE3,01-10-2020 11:42:39.776,0.05,2.51,18.64
LINE3,01-10-2020 11:43:39.776,0.05,2.52,18.62
LINE3,01-10-2020 11:44:39.777,0.05,2.51,18.63
LINE3,01-10-2020 11:45:39.776,0.05,2.48,18.64
LINE3,01-10-2020 11:46:39.777,0.05,2.51,18.62
LINE3,01-10-2020 11:47:39.776,0.05,2.5,18.62
LINE3,01-10-2020 11:48:39.777,0.05,2.5,18.63
LINE3,01-10-2020 11:49:39.776,0.05,2.51,18.63
LINE3,01-10-2020 11:50:39.776,0.05,2.51,18.64
LINE3,01-10-2020 11:51:39.777,0.05,2.49,18.64
LINE3,01-10-2020 11:52:39.775,0.05,2.51,18.54
LINE3,01-10-2020 11:53:39.776,0.05,2.49,18.53
LINE3,01-10-2020 11:54:39.776,0.05,2.52,18.64
LINE3,01-10-2020 11:55:39.776,0.05,2.51,18.64
LINE3,01-10-2020 11:56:39.777,0.05,2.5,18.52
LINE3,01-10-2020 11:57:39.776,0.05,2.51,18.53
LINE3,01-10-2020 11:58:39.776,0.05,2.51,18.51
LINE3,01-10-2020 11:59:39.776,0.05,2.48,18.47
LINE3,01-10-2020 12:00:39.776,0.05,2.49,18.52
LINE3,01-10-2020 12:01:39.775,0.05,2.51,18.48
LINE3,01-10-2020 12:02:39.776,0.05,2.51,18.48
LINE3,01-10-2020 12:03:39.776,0.05,2.49,18.46
LINE3,01-10-2020 12:04:39.776,0.05,2.51,18.41
LINE3,01-10-2020 12:05:39.775,0.05,2.5,18.41
LINE3,01-10-2020 12:06:39.775,0.05,2.5,18.42
LINE3,01-10-2020 12:07:39.776,0.05,2.47,18.42
LINE3,01-10-2020 12:08:39.775,0.05,2.47,18.4
LINE3,01-10-2020 12:09:39.776,0.05,2.49,18.42
LINE3,01-10-2020 12:10:39.776,0.05,2.51,18.42
LINE3,01-10-2020 12:11:39.776,0.05,2.52,18.42
LINE3,01-10-2020 12:12:39.777,0.05,2.5,18.31
LINE3,01-10-2020 12:13:39.776,0.05,2.5,18.3
LINE3,01-10-2020 12:14:39.777,0.05,2.51,18.29
LINE3,01-10-2020 12:15:39.777,0.05,2.5,18.32
LINE3,01-10-2020 12:16:39.776,0.05,2.52,18.31
LINE3,01-10-2020 12:17:39.775,0.05,2.51,18.31
LINE3,01-10-2020 12:18:39.777,0.05,2.52,18.25
LINE3,01-10-2020 12:19:39.775,0.05,2.49,18.19
LINE3,01-10-2020 12:20:39.776,0.05,2.52,18.21
LINE3,01-10-2020 12:21:39.776,0.05,2.5,18.21
LINE3,01-10-2020 12:22:39.776,0.05,2.49,18.21
LINE3,01-10-2020 12:23:39.777,0.05,2.52,18.21
LINE3,01-10-2020 12:24:39.776,0.05,2.5,18.19
LINE3,01-10-2020 12:25:39.776,0.05,2.48,18.2
LINE3,01-10-2020 12:26:39.775,0.05,2.51,18.07
LINE3,01-10-2020 12:27:39.777,0.05,2.47,18.03
LINE3,01-10-2020 12:28:39.777,0.05,2.53,18.09
LINE3,01-10-2020 12:29:39.775,0.05,2.51,18.04
LINE3,01-10-2020 12:30:39.777,0.05,2.51,17.99
LINE3,01-10-2020 12:31:39.776,0.05,2.51,18.04
LINE3,01-10-2020 12:32:39.776,0.05,2.52,17.98
LINE3,01-10-2020 12:33:39.776,0.05,2.49,17.99
LINE3,01-10-2020 12:34:39.776,0.05,2.48,17.97
LINE3,01-10-2020 12:35:39.776,0.05,2.5,17.97
LINE3,01-10-2020 12:36:39.776,0.05,2.51,17.81
LINE3,01-10-2020 12:37:39.777,0.05,2.5,17.79
LINE3,01-10-2020 12:38:39.776,0.05,2.46,17.82
LINE3,01-10-2020 12:39:39.777,0.05,2.51,17.82
LINE3,01-10-2020 12:40:39.775,0.05,2.51,17.82
LINE3,01-10-2020 12:41:39.776,0.05,2.49,17.76
LINE3,01-10-2020 12:42:39.776,0.05,2.51,17.74
LINE3,01-10-2020 12:43:39.776,0.05,2.47,17.74
LINE3,01-10-2020 12:44:39.776,0.05,2.52,17.65
LINE3,01-10-2020 12:45:39.776,0.05,2.51,17.76
LINE3,01-10-2020 12:46:39.776,0.05,2.51,17.75
LINE3,01-10-2020 12:47:39.776,0.05,2.51,17.65
LINE3,01-10-2020 12:48:39.777,0.05,2.49,17.65
LINE3,01-10-2020 12:49:39.775,0.05,2.5,17.59
LINE3,01-10-2020 12:50:39.777,0.05,2.48,17.52
LINE3,01-10-2020 12:51:39.776,0.05,2.52,17.53
LINE3,01-10-2020 12:52:39.777,0.05,2.5,17.54
LINE3,01-10-2020 12:53:39.777,0.04,2.53,17.41
LINE3,01-10-2020 12:54:39.775,0.04,2.49,17.53
LINE3,01-10-2020 12:55:39.776,0.04,2.49,17.42
LINE3,01-10-2020 12:56:39.776,0.04,2.48,17.43
LINE3,01-10-2020 12:57:39.777,0.04,2.49,17.37
LINE3,01-10-2020 12:58:39.777,0.04,2.51,17.42
LINE3,01-10-2020 12:59:39.777,0.04,2.48,17.3
LINE3,01-10-2020 13:00:39.776,0.04,2.52,17.3
LINE3,01-10-2020 13:01:39.775,0.04,2.49,17.32
LINE3,01-10-2020 13:02:39.776,0.04,2.48,17.3
LINE3,01-10-2020 13:03:39.776,0.04,2.48,17.42
LINE3,01-10-2020 13:04:39.777,0.04,2.51,17.37
LINE3,01-10-2020 13:05:39.776,0.04,2.49,17.43
LINE3,01-10-2020 13:06:39.776,0.04,2.52,17.53
LINE3,01-10-2020 13:07:39.776,0.04,2.5,17.52
LINE3,01-10-2020 13:08:39.776,0.04,2.48,17.53
LINE3,01-10-2020 13:09:39.777,0.04,2.52,17.59
LINE3,01-10-2020 13:10:39.776,0.04,2.46,17.59
LINE3,01-10-2020 13:11:39.776,0.05,2.51,17.63
LINE3,01-10-2020 13:12:39.775,0.05,2.51,17.73
LINE3,01-10-2020 13:13:39.776,0.05,2.51,17.64
LINE3,01-10-2020 13:14:39.777,0.05,2.49,17.73
LINE3,01-10-2020 13:15:39.777,0.05,2.51,17.79
LINE3,01-10-2020 13:16:39.776,0.05,2.51,17.8
LINE3,01-10-2020 13:17:39.775,0.05,2.48,17.79
LINE3,01-10-2020 13:18:39.777,0.05,2.5,17.85
LINE3,01-10-2020 13:19:39.775,0.05,2.48,17.98
LINE3,01-10-2020 13:20:39.776,0.05,2.55,17.98
LINE3,01-10-2020 13:21:39.775,0.05,2.5,17.99
LINE3,01-10-2020 13:22:39.776,0.05,2.48,18.05
LINE3,01-10-2020 13:23:39.777,0.05,2.49,18.04
LINE3,01-10-2020 13:24:39.776,0.05,2.48,18.08
LINE3,01-10-2020 13:25:39.776,0.05,2.52,18.14
LINE3,01-10-2020 13:26:39.776,0.05,2.51,18.2
LINE3,01-10-2020 13:27:39.776,0.05,2.54,18.19
LINE3,01-10-2020 13:28:39.775,0.05,2.53,18.24
LINE3,01-10-2020 13:29:39.777,0.05,2.51,18.26
LINE3,01-10-2020 13:30:39.776,0.05,2.48,18.31
LINE3,01-10-2020 13:31:39.777,0.05,2.49,18.31
LINE3,01-10-2020 13:32:39.777,0.05,2.49,18.42
LINE3,01-10-2020 13:33:39.776,0.05,2.49,18.41
LINE3,01-10-2020 13:34:39.777,0.05,2.5,18.43
LINE3,01-10-2020 13:35:39.775,0.05,2.53,18.46
LINE3,01-10-2020 13:36:39.777,0.05,2.51,18.53
LINE3,01-10-2020 13:37:39.776,0.05,2.5,18.53
LINE3,01-10-2020 13:38:39.776,0.05,2.48,18.62
LINE3,01-10-2020 13:39:39.777,0.05,2.51,18.62
LINE3,01-10-2020 13:40:39.775,0.05,2.49,18.62
LINE3,01-10-2020 13:41:39.776,0.05,2.51,18.64
LINE3,01-10-2020 13:42:39.776,0.05,2.52,18.63
LINE3,01-10-2020 13:43:39.776,0.05,2.51,18.69
LINE3,01-10-2020 13:44:39.775,0.05,2.5,18.62
LINE3,01-10-2020 13:45:39.777,0.05,2.49,18.67
LINE3,01-10-2020 13:46:39.776,0.05,2.48,18.67
LINE3,01-10-2020 13:47:39.776,0.05,2.49,18.64
LINE3,01-10-2020 13:48:39.776,0.05,2.51,18.64
LINE3,01-10-2020 13:49:39.775,0.05,2.51,18.64
LINE3,01-10-2020 13:50:39.776,0.05,2.51,18.64
LINE3,01-10-2020 13:51:39.775,0.05,2.5,18.62
LINE3,01-10-2020 13:52:39.776,0.05,2.5,18.63
LINE3,01-10-2020 13:53:39.777,0.05,2.51,18.62
LINE3,01-10-2020 13:54:39.777,0.05,2.5,18.62
LINE3,01-10-2020 13:55:39.776,0.05,2.49,18.63
LINE3,01-10-2020 13:56:39.776,0.05,2.54,18.62
LINE3,01-10-2020 13:57:39.777,0.05,2.48,18.64
LINE3,01-10-2020 13:58:39.776,0.05,2.49,18.64
LINE3,01-10-2020 13:59:39.777,0.05,2.52,18.62
LINE3,01-10-2020 14:00:39.776,0.05,2.46,18.64
LINE3,01-10-2020 14:01:39.776,0.05,2.51,18.54
LINE3,01-10-2020 14:02:39.777,0.05,2.53,18.53
LINE3,01-10-2020 14:03:39.775,0.05,2.51,18.46
LINE3,01-10-2020 14:04:39.777,0.05,2.48,18.49
LINE3,01-10-2020 14:05:39.775,0.05,2.51,18.41
LINE3,01-10-2020 14:06:39.776,0.05,2.51,18.42
LINE3,01-10-2020 14:07:39.775,0.05,2.48,18.3
LINE3,01-10-2020 14:08:39.776,0.05,2.51,18.24
LINE3,01-10-2020 14:09:39.776,0.05,2.51,18.21
LINE3,01-10-2020 14:10:39.777,0.04,2.54,18.23
LINE3,01-10-2020 14:11:39.776,0.04,2.47,18.2
LINE3,01-10-2020 14:12:39.776,0.04,2.49,18.08
LINE3,01-10-2020 14:13:39.777,0.04,2.5,18.04
LINE3,01-10-2020 14:14:39.776,0.04,2.47,18.06
LINE3,01-10-2020 14:15:39.775,0.04,2.5,17.97
LINE3,01-10-2020 14:16:39.775,0.04,2.51,18.04
LINE3,01-10-2020 14:17:39.776,0.04,2.49,18.03
LINE3,01-10-2020 14:18:39.806,0.04,2.5,17.9
LINE3,01-10-2020 14:19:39.775,0.04,2.48,17.99
LINE3,01-10-2020 14:20:39.776,0.04,2.52,17.98
LINE3,01-10-2020 14:21:39.776,0.04,2.5,17.86
LINE3,01-10-2020 14:22:39.776,0.04,2.5,17.82
LINE3,01-10-2020 14:23:39.775,0.04,2.51,17.82
LINE3,01-10-2020 14:24:39.778,0.04,2.52,17.81
LINE3,01-10-2020 14:25:39.777,0.04,2.49,17.79
LINE3,01-10-2020 14:26:39.776,0.04,2.49,17.75
LINE3,01-10-2020 14:27:39.776,0.04,2.51,17.75
LINE3,01-10-2020 14:28:39.775,0.04,2.48,17.76
